rowId,family,status,ordinaryOrMeta,bucket,likelyOwningTask,representativeAssetOrRule,notes,sourceRcid,sourceLookupId,geometryType,tableName,ruleId,reasons
$CSYMB|Point|Paper|2924|30952,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,PLNSPD03,object acronym is internal/meta and still carries degraded status,30952,2924,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2925|30953,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,PLNSPD04,object acronym is internal/meta and still carries degraded status,30953,2925,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2926|30954,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,POSITN02,object acronym is internal/meta and still carries degraded status,30954,2926,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2927|30955,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,QUAPOS01,object acronym is internal/meta and still carries degraded status,30955,2927,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2928|30956,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,QUARRY01,object acronym is internal/meta and still carries degraded status,30956,2928,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2929|30957,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,QUESMRK1,object acronym is internal/meta and still carries degraded status,30957,2929,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2930|30958,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RACNSP01,object acronym is internal/meta and still carries degraded status,30958,2930,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2931|30959,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RECDEF51,object acronym is internal/meta and still carries degraded status,30959,2931,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2932|30960,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RECTRC55,object acronym is internal/meta and still carries degraded status,30960,2932,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2933|30961,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RECTRC56,object acronym is internal/meta and still carries degraded status,30961,2933,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2934|30962,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RECTRC57,object acronym is internal/meta and still carries degraded status,30962,2934,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2935|30963,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RECTRC58,object acronym is internal/meta and still carries degraded status,30963,2935,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2936|30964,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,REFPNT02,object acronym is internal/meta and still carries degraded status,30964,2936,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2937|30965,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RFNERY01,object acronym is internal/meta and still carries degraded status,30965,2937,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2938|30966,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,RFNERY11,object acronym is internal/meta and still carries degraded status,30966,2938,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2939|30967,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,SCALEB10,object acronym is internal/meta and still carries degraded status,30967,2939,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2940|30968,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,SCALEB11,object acronym is internal/meta and still carries degraded status,30968,2940,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2941|30969,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TIDCUR01,object acronym is internal/meta and still carries degraded status,30969,2941,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2942|30970,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TIDCUR02,object acronym is internal/meta and still carries degraded status,30970,2942,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2943|30971,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TIDCUR03,object acronym is internal/meta and still carries degraded status,30971,2943,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2944|30972,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TMBYRD01,object acronym is internal/meta and still carries degraded status,30972,2944,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2945|30973,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TNKFRM01,object acronym is internal/meta and still carries degraded status,30973,2945,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2946|30974,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TNKFRM11,object acronym is internal/meta and still carries degraded status,30974,2946,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2947|30975,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TOWERS05,object acronym is internal/meta and still carries degraded status,30975,2947,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2948|30976,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TOWERS15,object acronym is internal/meta and still carries degraded status,30976,2948,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2949|30977,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TREPNT04,object acronym is internal/meta and still carries degraded status,30977,2949,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2950|30978,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,TREPNT05,object acronym is internal/meta and still carries degraded status,30978,2950,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2951|30979,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,UNITFTH1,object acronym is internal/meta and still carries degraded status,30979,2951,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2952|30980,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,UNITMTR1,object acronym is internal/meta and still carries degraded status,30980,2952,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2953|30981,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,UWTROC03,object acronym is internal/meta and still carries degraded status,30981,2953,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2954|30982,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,UWTROC04,object acronym is internal/meta and still carries degraded status,30982,2954,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2955|30983,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,VECGND01,object acronym is internal/meta and still carries degraded status,30983,2955,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2956|30984,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,VECGND21,object acronym is internal/meta and still carries degraded status,30984,2956,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2957|30985,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,VECWTR01,object acronym is internal/meta and still carries degraded status,30985,2957,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2958|30986,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,VECWTR21,object acronym is internal/meta and still carries degraded status,30986,2958,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2959|30987,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WAYPNT01,object acronym is internal/meta and still carries degraded status,30987,2959,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2960|30988,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WAYPNT03,object acronym is internal/meta and still carries degraded status,30988,2960,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2961|30989,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WAYPNT11,object acronym is internal/meta and still carries degraded status,30989,2961,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2962|30990,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WNDFRM51,object acronym is internal/meta and still carries degraded status,30990,2962,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2963|30991,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WNDFRM61,object acronym is internal/meta and still carries degraded status,30991,2963,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2964|30992,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WRECKS01,object acronym is internal/meta and still carries degraded status,30992,2964,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2965|30993,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WRECKS04,object acronym is internal/meta and still carries degraded status,30993,2965,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2966|30994,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,WRECKS05,object acronym is internal/meta and still carries degraded status,30994,2966,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Paper|2967|30995,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,QUESMRK1,object acronym is internal/meta and still carries degraded status,30995,2967,Point,Paper,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1606|31658,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,ACHRES61,object acronym is internal/meta and still carries degraded status,31658,1606,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1607|31659,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,ACHRES71,object acronym is internal/meta and still carries degraded status,31659,1607,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1608|31660,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,AISDEF01,object acronym is internal/meta and still carries degraded status,31660,1608,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1609|31661,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,AISONE01,object acronym is internal/meta and still carries degraded status,31661,1609,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1610|31662,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,AISSIX01,object acronym is internal/meta and still carries degraded status,31662,1610,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1611|31663,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,AISSLP01,object acronym is internal/meta and still carries degraded status,31663,1611,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1612|31664,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,AISVES01,object acronym is internal/meta and still carries degraded status,31664,1612,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1613|31665,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,ARPATG01,object acronym is internal/meta and still carries degraded status,31665,1613,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1614|31666,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,ARPONE01,object acronym is internal/meta and still carries degraded status,31666,1614,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1615|31667,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,ARPSIX01,object acronym is internal/meta and still carries degraded status,31667,1615,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1616|31668,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,BLKADJ01,object acronym is internal/meta and still carries degraded status,31668,1616,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1617|31669,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,BRIDGE01,object acronym is internal/meta and still carries degraded status,31669,1617,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1618|31670,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,CHCRDEL1,object acronym is internal/meta and still carries degraded status,31670,1618,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1619|31671,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,CHCRID01,object acronym is internal/meta and still carries degraded status,31671,1619,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
$CSYMB|Point|Simplified|1620|31672,$CSYMB,unsupported,internal_meta,internal_or_meta_row_only,108-s52-all-lookuprow-closure,CHINFO08,object acronym is internal/meta and still carries degraded status,31672,1620,Point,Simplified,,compiler_missing_lookup_row;scene_harness_not_covered
